ID HPO,Nombre total,Pourcentage,Libellé,Nombre de gene associés,4 premiers Genes,Tous les Genes,Nombre de présence dans les maladies,1 premiers maladies associés,Toutes les maladies associés
HP:0001284,26,0.0701092085749%,Areflexia,26,MPV17 | COL4A1 | PEX1 | LPIN1 ...,MPV17 | COL4A1 | PEX1 | LPIN1 | HSD17B4 | PEX11B | LAMB2 | INF2 | TRIM32 | PDSS1 | LMNA | SLC25A1 | WNK1 | PNPLA6 | ERCC6 | OCRL | PEX12 | B4GAT1 | PIEZO2 | RMND1 | MTM1 | PEX3 | PEX2 | PEX5 | POMT1 | PRPS1 ,59,Syndrome d'ataxie neuropathique sensorielle-dysarthrie-ophtalmoplégie ...,Syndrome d'ataxie neuropathique sensorielle-dysarthrie-ophtalmoplégie | Encéphalomyopathie mitochondriale sévère liée à l'X | Déficit en protéine trifonctionnelle mitochondriale | Neuropathie à axones géants | Syndrome d'ataxie mitochondriale récessive | Botulisme infantile | Syndrome de Chédiak-Higashi | Myopathie à surcharge lipidique multisystémique | Myopathie distale type Tateyama | Ataxie par déficit en vitamine E | Neuropathie héréditaire sensitive et autonomique due à une mutation de TECPR2 | Syndromes myasthéniques congénitaux synaptiques | Myopathie congénitale à début pseudo-myasthénique | Syndrome de microlissencéphalie-micromélie | Myopathie centronucléaire liée à l'X | Syndromes myasthéniques congénitaux pré-synaptiques | Ataxie spinocérébelleuse type 43 | Maladie de Dorfman-Chanarin | Kyste péri-radiculaire | Maladie de Charcot-Marie-Tooth liée à l'X type 5 | Syndrome du naevus épidermique | Syndrome de neuropathie périphérique-myopathie-raucité de la voix-surdité | Syndrome oculo-cérébro-rénal | Syndrome d'ataxie spinocérébelleuse-neuropathie axonale type 1 | Syndrome d'ataxie spinocérébelleuse-neuropathie axonale type 2 | Syndromes myasthéniques congénitaux par défaut de glycosylation | Myopathy mitochondriale létale infantile | Maladie de Charcot-Marie-Tooth type 1B | Maladie de Charcot-Marie-Tooth liée à l'X type 1 | Maladie de Charcot-Marie-Tooth liée à l'X type 2 | Maladie de Charcot-Marie-Tooth liée à l'X type 4 | Syndrome de cataracte-ataxie-surdité | Syndrome d'atrophie optique-cataracte autosomique dominante | Syndrome CEDNIK | Syndrome de Neuhauser-Eichner-Opitz | Syndrome de Roussy-Lévy | Paraplégie spastique autosomique récessive type 66 | Paraplégie spastique autosomique récessive type 64 | Paraplégie spastique autosomique récessive type 62 | Syndrome d'ataxie du cordon postérieur-rétinite pigmentaire | Syndrome de Marinesco-Sjögren | Ataxie spinocérébelleuse type 4 | Déficience intellectuelle liée à l'X type Stevenson | Syndrome d'ataxie-surdité-atrophie optique-létalité | Syndrome myasthénique congénital | Syndrome d'Alpers-Huttenlocher | Syndrome POEMS | Syndrome de Hennekam-Beemer | Variant paraparétique du syndrome de Guillain-Barré | Myopathie némaline de l'enfant | Myopathie centronucléaire autosomique récessive | Syndrome d'ataxie cérébelleuse-aréflexie-pieds creux-atrophie optique-surdité neurosensorielle | Chorée-acanthocytose | Polyradiculonévrite inflammatoire démyélinisante chronique | Syndrome de Walker-Warburg | Maladie de rétention des chylomicrons | Syndrome d'ataxie cérébelleuse avec neuropathie et aréflexie vestibulaire bilatérale | Myopathie némaline intermédiaire | Ataxie spinocérébelleuse type 18 
HP:0009467,1,0.00269650802211%,Radial deviation of the 2nd finger,1,FLNA ,FLNA ,1,Syndrome de Catel-Manzke ,Syndrome de Catel-Manzke 
HP:0009466,16,0.0431441283538%,Radial deviation of finger,16,OFD1 | ROR2 | PHGDH | CD96 ...,OFD1 | ROR2 | PHGDH | CD96 | SF3B4 | FGFR3 | PTPN11 | MKS1 | NAA10 | BRAF | ESCO2 | IFT122 | WNT5A | MAP2K1 | BCOR | BBS1 ,1,Syndrome de Roberts ,Syndrome de Roberts 
HP:0001289,8,0.0215720641769%,Confusion,8,C4A | AMN | ERCC4 | NOTCH3 ...,C4A | AMN | ERCC4 | NOTCH3 | GNAS | ADAMTS13 | MEFV | CUBN ,26,Pseudohypoparathyroïdie type 1A ...,Pseudohypoparathyroïdie type 1A | Encéphalopathie par déficit en GLUT1 | Syndrome de Kufor-Rakeb | Babésiose | Encéphalopathie sensible aux stéroïdes associée à une thyroïdite auto-immune | Hyperinsulinisme par déficit en 3-hydroxylacyl-CoA déshydrogénase des acides gras à chaîne courte | Syndrome de Wiedemann-Rautenstrauch | Purpura thrombotique thrombocytopénique | Déficit systémique primaire en carnitine | Intoxication au manganèse | Coproporphyrie héréditaire | Hypoparathyroïdie auto-immune | CADASIL | Syndrome de microdélétion Xp21 | Intoxication au mercure | Maladie de Behçet | Pseudohypoparathyroïdie type 1C | Porphyrie variegata | Maladie d'Alzheimer précoce autosomique dominante | Charbon pulmonaire | Maladie de Creutzfeldt-Jakob héréditaire | Maladie à corps de Lafora à début précoce | Atrophie corticale postérieure | Complexe Xeroderma pigmentosum-syndrome de Cockayne | Apoplexie hypophysaire | Syndrome de Susac 
HP:0001288,58,0.156397465282%,Gait disturbance,58,PIK3CA | SCN4A | OFD1 | C4A ...,PIK3CA | SCN4A | OFD1 | C4A | ARL13B | KIF7 | PDE6D | FLNA | NPHP1 | TCTN3 | CEP41 | RAI1 | HYLS1 | PROKR2 | RPGRIP1L | CEP104 | TMEM216 | EIF2B4 | AHI1 | CSPP1 | ERCC8 | MSH2 | MSH6 | RERE | ANOS1 | SBDS | LMNA | NOTCH3 | FGFR1 | INPP5E | GBA | HSPG2 | B9D1 | MKS1 | PNPLA6 | FAN1 | APOPT1 | EIF2AK3 | GCDH | DNA2 | PLOD1 | MAFB | CEP120 | MTM1 | KRAS | MEFV | VDR | CHD7 | TCTN2 | TMEM67 | PEX6 | POMT1 | CC2D2A | GLB1 | TMEM237 | VHL | PRPS1 | MLH1 ,210,Ataxie spinocérébelleuse type 1 ...,"Ataxie spinocérébelleuse type 1 | Leucodystrophie autosomique dominante de l'adulte | Myotonie aggravée par le potassium | Syndrome de pseudohypertrophie musculaire-hypothyroïdie | Syndrome d'ataxie-pancytopénie | Myotonie fluctuante | Syndrome de délétion de l'ADN mitochondrial associée à DNA2 | Syndrome de Kufor-Rakeb | Syndrome de Shwachman-Diamond | Syndrome de dysplasie ectodermique-déficience intellectuelle-malformation du système nerveux central | Dystrophie musculaire d'Emery-Dreifuss autosomique récessive | Syndrome de macrocéphalie-paraplégie spastique-dysmorphie | Syndrome de Kuskokwim | Syndrome de paraplégie spastique-maladie de Paget | Tétrasomie 18p | Monosomie non distale 10q | Paraplégie spastique autosomique dominante type 31 | Dysplasie chondroectodermique avec cécité nocturne | Syndrome d'ataxie mitochondriale récessive | Maladie de Krabbe | Amylose ABeta type Iowa | Acidémie méthylmalonique avec homocystinurie type cblD | Neuropathie héréditaire sensitive mutilante avec paraplégie spastique | Dysplasie spondylo-épimétaphysaire type Shohat | Syndrome de Joubert avec anomalie oculaire | Syndrome de microdélétion 3q29 | Syndrome de Joubert avec atteinte hépatique | Ataxie spinocérébelleuse type 37 | Syndrome de Schwartz-Jampel | Myopathie centronucléaire | Sclérose latérale amyotrophique type 4 | Syndrome orofaciodigital type 6 | Syndrome d'ataxie-dégénérescence tapéto-rétinienne | Myotonie sensible à l'acétazolamide | Ataxie par déficit en vitamine E | Maladie de Charcot-Marie-Tooth type 1A | Syndrome d'Ehlers-Danlos type cyphoscoliotique | Arthropathie pseudorhumatoïde progressive infantile | Paraplégie spastique autosomique dominante type 6 | Trisomie 20p | Ataxie spinocérébelleuse type 27 | Maladie de Gaucher type 3 | Acidémie méthylmalonique avec homocystinurie | Syndrome de déficience intellectuelle liée à l'X-hypogammaglobulinémie-détérioration neurologique progressive | Pléonostéose | Neurodégénérescence associée à un déficit en pantothénate kinase, forme atypique | Syndrome de pili torti-retard de développement-anomalies neurologiques | Syndrome de Wolcott-Rallison | Ataxie-télangiectasie | Glycogénose par déficit en LAMP-2 | Syndrome muscle-oeil-cerveau | Myotonie permanente | Ataxie cérébelleuse autosomique dominante | Surdité-cécité-hypopigmentation | Dysplasie épiphysaire multiple type 5 | Intoxication au manganèse | Myopathie héréditaire avec atteinte respiratoire précoce | Dystonie généralisée à début précoce par les membres | Syndrome de kératodermie palmoplantaire-spasticité | Syndrome de dystrophie musculaire congénitale-cataracte infantile-hypogonadisme | Maladie de surcharge en acide sialique libre | Myopathie congénitale à début pseudo-myasthénique | Hypothermie périodique spontanée | Dysplasie épiphysaire multiple due à une anomalie du collagène 9 | Myopathie distale précoce type Laing | Paralysie périodique hyperkaliémique | Dysplasie spondylo-épimétaphysaire type Irapa | Trisomie 21 | Ataxie cérébelleuse autosomique récessive type 3 | Myopathie centronucléaire liée à l'X | Déficit en acyl-CoA oxydase | Syndrome de Coffin-Lowry | Syndrome d'ataxie-apraxie oculo-motrice type 1 | Paraplégie spastique autosomique récessive type 21 | Dysplasie spondylo-métaphysaire type Kozlowski | Syndrome d'ataxie-photosensibilité-petite taille | Déficience intellectuelle liée à l'X type Pai | Céroïde-lipofuscinose neuronale juvénile associée à ATP13A2 | Ataxie cérébelleuse congénitale autosomique récessive par déficit en STUB1 | Déficit du transport vésiculaire cérébral de la dopamine et de la sérotonine | Syndrome de déficience intellectuelle-cataracte-calcification du pavillon auriculaire-myopathie | Syndrome de Foix-Chavany-Marie | Leucoencéphalopathie cavitaire postérieure non progressive-neuropathie périphérique | Maladie de Niemann-Pick type C | Maladie de Charcot-Marie-Tooth liée à l'X type 5 | Syndrome de délétion 1p36 | Maladie de Charcot-Marie-Tooth autosomique dominante type 2K | Syndrome de Kallmann | Dysplasie thoracomélique | Démence fronto-temporale, variante comportementale | Incontinentia pigmenti | Syndrome de déficience intellectuelle sévère-hypotonie-strabisme-traits grossiers du visage-planovalgus | Dysautonomie familiale | Syndrome dysequilibrium | Amyotrophie spinale infantile liée à l'X | Dystonie primaire type DYT4 | CADASIL | Syndrome de la cornée fragile | Neuroferritinopathie | Syndrome de déficience intellectuelle liée à l'X-hypotonie-dysmorphie faciale-comportement agressif | Ostéochondrite disséquante | Galactosémie classique | Syndrome de paraplégie spastique-néphropathie-surdité | Mouvements anormaux psychogènes | Maladie de von Hippel-Lindau | Syndrome de cirrhose-dystonie-polycythémie-hypermanganésémie | Dysplasie SPONASTRIME | Maladie des corps de polyglucosane de l'adulte | Neurodégénérescence striatale autosomique dominante | Syndrome de Lynch | Neurodégénérescence associée à un déficit en pantothénate kinase | Dysplasie oculo-dento-digitale | Neurodégénérescence associée à la protéine de membrane mitochondriale | Syndrome L1 | Syndrome de Joubert avec atteinte rénale | Dystrophie musculaire d'Emery-Dreifuss autosomique dominante | Syndrome de dysplasie du pelvis-pseudoarthrogrypose | Dysplasie épiphysaire multiple type 1 | Syndrome de Joubert | Syndrome de Smith-Magenis | Déficit en pyruvate déshydrogénase | Syndrome de synostose radio-cubitale-retard de développement-hypotonie | Maladie de Huntington-like 1 | Maladie de Huntington-like 2 | Maladie de Behçet | Maladie de Charcot-Marie-Tooth liée à l'X type 1 | Maladie de Charcot-Marie-Tooth liée à l'X type 2 | Maladie de Charcot-Marie-Tooth liée à l'X type 3 | Maladie de Charcot-Marie-Tooth liée à l'X type 4 | Syndrome des ptérygiums multiples autosomique récessif | Paraplégie spastique autosomique récessive type 11 | Paraplégie spastique autosomique récessive type 15 | Syndrome d'ataxie cérébelleuse autosomique récessive-retard psychomoteur | Trisomie Xq28 | Syndrome de paraparésie spastique-surdité | Syndrome d'athérosclérose-surdité-épilepsie-diabète-néphropathie | Syndrome de Roussy-Lévy | Syndrome MASA | Syndrome de Williams | Paraplégie spastique autosomique récessive type 64 | Syndrome d'ataxie du cordon postérieur-rétinite pigmentaire | Dystrophie musculaire congénitale type Fukuyama | Ataxie spinocérébelleuse type 4 | Maladie d'Alexander | Dystrophie musculaire de Duchenne et Becker | Dystonie dopa-sensible | Paraplégie spastique autosomique dominante type 3 | Neurodégénérescence associée à un déficit en pantothénate kinase, forme classique | Syndrome de sclérose en plaques-ichtyose-déficit en facteur VIII | Neurofibromatose type 2 | Granulomatose éosinophilique avec polyangéite | Ostéoporose idiopathique juvénile | Chorée bénigne héréditaire | Syndrome d'Allan-Herndon-Dudley | Ostéogenèse imparfaite | Polymyosite | Adrénoleucodystrophie liée à l'X | Sclérose latérale amyotrophique juvénile | Chondrodysplasie métaphysaire type Spahr | Ataxie spinocérébelleuse type 5 | Syndrome de leucoencéphalopathie-chondrodysplasie métaphysaire | Leucodystrophie métachromatique | Syndrome d'ataxie spinocérébelleuse-dystrophie cornéenne | Déficit en glutaryl-CoA déshydrogénase | Dysplasie spondylo-épimétaphysaire type Strudwick | Déficience intellectuelle liée à l'X type Najm | Paraplégie spastique autosomique récessive type 26 | Syndrome de polyneuropathie-déficience intellectuelle-acromicrie-ménopause prématurée | Ataxie spinocérébelleuse type 34 | Ophtalmoplégie externe progressive autosomique dominante | Syndrome de Fried | Mucolipidose type IV | Rachitisme hypocalcémique résistant à la vitamine D | Maladie de Pelizaeus-Merzbacher | Sialidose type 1 | Dystrophie musculaire congénitale due à une mutation de LMNA | Acidurie 3-méthylglutaconique type 3 | Maladie de Charcot-Marie-Tooth/Neuropathie sensitivo-motrice héréditaire | Syndrome de Richards-Rundle | Dystrophie musculaire des ceintures autosomique récessive type 2H | Syndrome d'ataxie cérébelleuse-dysplasie ectodermique | Paraplégie spastique autosomique récessive type 54 | Glycogénose par déficit en maltase acide | Cardiomyopathie-surdité dues à une mutation de l'ADN mitochondrial | Myopathie némaline typique | Syndrome tremblement-ataxie lié à une prémutation de l'X fragile | Syndrome de microdélétion 2p15p16.1 | Adénolipomatose symétrique à prédominance cervicale | Dystrophie musculaire d'Emery-Dreifuss | Pseudoachondroplasie | Syndrome d'hydrocéphalie-grande taille-hyperlaxité | Dysplasie épimétaphysaire autosomique dominante | Chorée-acanthocytose | Hyperexplexie héréditaire | Ostéolyse carpo-tarsienne multicentrique avec ou sans néphropathie | Dystrophie musculaire scapulo-péronière tardive associée à MYH7 | Maladie de Kennedy | Syndrome de dystonie-aphonie | Dysplasie spondylo-métaphysaire | Syndrome de paraplégie spastique-lésions cutanées faciales | Syndrome de RIDDLE | Dystrophie musculaire d'Emery-Dreifuss liée à l'X | Cystinose | Syndrome de myoclonie-atrophie musculaire distale | Mucopolysaccharidose type 4 | Syndrome d'ichtyose-hépatosplénomégalie-dégénérescence cérébelleuse | Ataxie spinocérébelleuse type 12 | Ataxie spinocérébelleuse type 17 | Rhumatisme articulaire aigu | Paraplégie spastique héréditaire "
HP:0005104,1,0.00269650802211%,Hypoplastic nasal septum,1,FLNB ,FLNB ,1,Embryopathie à l'acitrétine/étrétinate ,Embryopathie à l'acitrétine/étrétinate 
HP:0005105,6,0.0161790481327%,Abnormal nasal morphology,6,GATA6 | TWIST2 | JAG1 | SF3B4 ...,GATA6 | TWIST2 | JAG1 | SF3B4 | ERCC6 | PIK3R2 ,15,Syndrome de surdité-anomalies génitales-synostoses métacarpiennes et métatarsiennes ...,Syndrome de surdité-anomalies génitales-synostoses métacarpiennes et métatarsiennes | Syndrome 3MC | Dysostose type Stanescu | Syndrome d'Ehlers-Danlos classique | Tétralogie de Fallot | Syndrome de Nager | Syndrome AREDYLD | Trisomie 9p | Syndrome anophtalmie plus | Syndrome de mégalencéphalie-polymicrogyrie-polydactylie postaxiale-hydrocéphalie | Mucolipidose type IV | Syndrome de phocomélie-ectrodactylie-surdité-arythmie | Syndrome de Perniola-Krajewska-Carnevale | Syndrome COFS | Mucopolysaccharidose type 1 
HP:0005102,1,0.00269650802211%,Cochlear degeneration,1,PEX6 ,PEX6 ,2,Syndrome d'ataxie cérébelleuse autosomique récessive-cécité-surdité ...,Syndrome d'ataxie cérébelleuse autosomique récessive-cécité-surdité | Syndrome de dégénérescence cochléo-sacculaire-cataracte 
HP:0011501,3,0.00808952406633%,Anterior lenticonus,3,COL4A5 | COL4A4 | COL4A3 ,COL4A5 | COL4A4 | COL4A3 ,0,,
HP:0005100,1,0.00269650802211%,Premature birth following premature rupture of fetal membranes,1,COL5A1 ,COL5A1 ,0,,
HP:0005101,1,0.00269650802211%,High-frequency hearing impairment,1,MYH9 ,MYH9 ,1,Syndrome de Sagliker ,Syndrome de Sagliker 
HP:0001442,4,0.0107860320884%,Somatic mosaicism,4,FGFR1 | HRAS | GNAS | KRAS ,FGFR1 | HRAS | GNAS | KRAS ,0,,
HP:0001112,1,0.00269650802211%,Leber optic atrophy,1,TBC1D24 ,TBC1D24 ,2,Epilepsie myoclonique infantile familiale ...,Epilepsie myoclonique infantile familiale | Epilepsie myoclonique de l'enfance 
HP:0001115,1,0.00269650802211%,Posterior polar cataract,1,BBS2 ,BBS2 ,1,Polypose adénomateuse familiale due à une microdeletion 5q22.2 ,Polypose adénomateuse familiale due à une microdeletion 5q22.2 
HP:0001114,3,0.00808952406633%,Xanthelasma,3,APOE | SLC37A4 | G6PC ,APOE | SLC37A4 | G6PC ,5,Hypoalphalipoprotéinémie ...,Hypoalphalipoprotéinémie | Dysbêtalipoprotéinémie | Déficit en lipase acide lysosomale | Maladie d'Erdheim-Chester | Xanthomatose cérébrotendineuse 
HP:0001117,1,0.00269650802211%,Sudden loss of visual acuity,1,BRAF ,BRAF ,5,Kystes dermoïde et épidermoïde de l'hypophyse ...,Kystes dermoïde et épidermoïde de l'hypophyse | Adénome thyréotrope | Craniopharyngiome | Prolactinome | Adénome hypophysaire non fonctionnel 
HP:0001116,1,0.00269650802211%,Macular coloboma,1,CLDN19 ,CLDN19 ,2,Hypomagnésémie primaire familiale avec hypercalciurie et néphrocalcinose avec atteinte oculaire sévère ...,Hypomagnésémie primaire familiale avec hypercalciurie et néphrocalcinose avec atteinte oculaire sévère | Cutis laxa 
HP:0001119,2,0.00539301604422%,Keratoglobus,2,PIEZO2 | SLC2A10 ,PIEZO2 | SLC2A10 ,3,Syndrome d'Ehlers-Danlos classique ...,Syndrome d'Ehlers-Danlos classique | Syndrome de tortuosité artérielle | Syndrome de la cornée fragile 
HP:0000303,30,0.0808952406633%,Mandibular prognathia,30,LRP4 | PTEN | SOX18 | KCNH1 ...,LRP4 | PTEN | SOX18 | KCNH1 | FAM20C | FLCN | TWIST2 | HNF1B | RAI1 | NSD1 | APC2 | RECQL4 | LAMB2 | CA2 | ERCC8 | HNF4A | FGFR2 | FGFR1 | PTPN11 | PQBP1 | GNAS | ERCC6 | AGPAT2 | OCRL | INSR | TXNL4A | BSCL2 | GLB1 | KCTD1 | GPC3 ,96,Syndrome d'arc aortique anormal-dysmorphie-déficience intellectuelle ...,"Syndrome d'arc aortique anormal-dysmorphie-déficience intellectuelle | Syndrome neuro-facio-digito-rénal | Syndrome de Sotos | Aspartylglucosaminurie | Syndrome de Pfeiffer | Syndrome de macrocéphalie-paraplégie spastique-dysmorphie | Gérodermie ostéodysplasique | Prognathisme autosomique dominant | Syndrome 48,XXXY | Syndrome de microbrachycéphalie-ptosis-fente labiale | Scaphocéphalie familiale type McGillivray | Polypose adénomateuse familiale due à une microdeletion 5q22.2 | Syndrome d'achalasie-microcéphalie | Ectopie du cristallin familiale | Syndrome de McCune-Albright | Syndrome de déficience intellectuelle liée à l'X-hypogammaglobulinémie-détérioration neurologique progressive | Nanisme de Lenz-Majewski | Syndrome de Myhre | Syndrome Proteus-like | Syndrome de microdélétion 3p25.3 | Syndrome de McDonough | Syndromes myasthéniques congénitaux synaptiques | Déficience intellectuelle type Buenos-Aires | Syndrome de polydactylie postaxiale-anomalies dentaires et vertébrales | Acrodysostose | Ostéodysplasie familiale type Anderson | Acromégalie | Syndrome branchiosquelettogénital | Syndrome d'Angelman | Syndrome du chromosome 7 en anneau | Gigantisme 15q | Dysplasie maxillonasale | Syndrome lié à l'X de microcéphalie-retard de croissance-prognathisme-cryptorchidie | Syndrome oculo-réno-cérébelleux | Dysplasie rhizomélique de Patterson-Lowry | Syndrome de blépharophimosis-ptosis-ésotropie-syndactylie-petite taille | Monosomie 18q | Syndrome de Rabson-Mendenhall | Gigantisme hypophysaire | Syndrome d'hypoplasie du radius-pouces triphalangés-hypospadias-progénie | Hyperostose corticale généralisée | Syndrome oculo-cérébro-rénal | Gigantisme infantile familial | Syndrome de déficience intellectuelle-polydactylie-cheveux incoiffables | Syndrome de Christianson | Syndrome de Jackson-Weiss | Syndrome GAPO | Dysplasie oculo-dento-digitale | Syndrome de Renpenning | Syndrome MMEP | Syndrome de Smith-Magenis | Syndrome de Kleefstra | Syndrome de déficience intellectuelle sévère-épilepsie-anomalies anales-hypoplasie des phalanges | Syndrome d'Apert | Syndrome 49,XXXXY | Syndrome progéroïde type Petty | Syndrome de Lelis | Syndrome de microdélétion 14q12 | Epidermolyse bulleuse simple avec anodontie/hypodontie | Syndrome kystes rénaux-diabète | Syndrome AREDYLD | Syndrome de microbrachycéphalie sévère-déficience intellectuelle-paralysie cérébrale athétosique | Acrodysostose avec résistance aux multiples hormones | Syndrome de trismus-pseudocamptodactylie | Syndrome de duplication Xp22.13p22.2 | Syndrome 49,XXXYY | Syndrome de dysplasie squelettique-épilepsie-petite taille | Syndrome de microduplication 22q11.2 distale | Camptodactylie de Guadalajara type 1 | Syndrome oromandibulaire-réduction des membres | Syndrome de Simpson-Golabi-Behmel | Syndrome d'hydrocéphalie-dysplasie costo-vertébrale-anomalie de Sprengel | Syndrome de Gorlin | Syndrome d'anophtalmie-mégalocornée-cardiopathie-anomalies squelettiques | Ostéopétrose et maladies associées | Syndrome de Frank-Ter Haar | Syndrome de Nance-Horan | Syndrome de Beckwith-Wiedemann | Myopathie à multi-minicores classique | Alpha-mannosidose | Dysplasie dermo-dentaire | Ankylose dentaire | Syndrome de Waardenburg type 1 | Dysostose cléido-crânienne | Ostéopétrose avec acidose tubulaire rénale | Syndrome de microcéphalie-fente palatine-pigmentation rétinienne anormale | Dysplasie spondylo-épimétaphysaire type aggrécane | Lipodystrophie congénitale de Berardinelli-Seip | Syndrome de l'X fragile | Syndrome de dysmorphie faciale-scrotum en châle-hyperlaxité ligamentaire | Cutis laxa autosomique récessive type 2 | Embryofoetopathie à l'aminoptérine/méthotrexate | Gangliosidose à GM1 | Déficience intellectuelle liée à l'X type Armfield | Mucopolysaccharidose type 2 | Hyperostose endostéale type Worth "
