#DiseaseName	SourceName	ConceptID	SourceID	DiseaseMIM	LastModified	Category
Amniotic Sheet	Human Phenotype Ontology	C4280779	HP:0030763		02 Apr 2017	Finding
Amobarbital, deficient n-hydroxylation of	NCBI curation	C1859816		204800	16 Feb 2016	Disease
Ampola syndrome	Office of Rare Diseases		654		16 Feb 2016	Disease
Ampulla of Vater carcinoma	Human Phenotype Ontology	C0262401	HP:0031524		04 Apr 2018	Finding
Amyelia	Human Phenotype Ontology	C0266510	HP:0100566		16 Feb 2016	Finding
Amyloid Cardiomyopathy, Transthyretin-related	NCBI curation	C3151471			16 Feb 2016	Disease
Amyloid deposition in the vitreous humor	Human Phenotype Ontology	C4024784	HP:0007841		16 Feb 2016	Finding
Amyloid neuropathy	Office of Rare Diseases		8708		16 Feb 2016	Disease
Amyloidogenic transthyretin amyloidosis	SNOMED CT	C2751492	442012008	105210	16 Feb 2016	Disease
Amyloidosis	Human Phenotype Ontology	C0002726	HP:0011034		16 Feb 2016	Finding
Amyloidosis Beta2M	Office of Rare Diseases		10563		16 Feb 2016	Disease
Amyloidosis bronchopulmonary	Office of Rare Diseases		1026		16 Feb 2016	Disease
Amyloidosis hereditary	Office of Rare Diseases	C0740340	6611		16 Feb 2016	Disease
Amyloidosis nodular localized cutaneous	Office of Rare Diseases		10562		16 Feb 2016	Disease
Amyloidosis of gingiva and conjunctiva with mental retardation	Office of Rare Diseases	C1859815	657	204850	16 Feb 2016	Disease
Amyloidosis of peripheral nerves	Human Phenotype Ontology	C4022162	HP:0100292		16 Feb 2016	Finding
Amyloidosis Portuguese type	Office of Rare Diseases		4452		16 Feb 2016	Disease
Amyloidosis primary systemic	Office of Rare Diseases		5797		16 Feb 2016	Disease
Amyloidosis, cardiac and cutaneous	NCBI curation	C4015843			16 Feb 2016	Disease
AMYLOIDOSIS, LEPTOMENINGEAL, TRANSTHYRETIN-RELATED	OMIM	C3151470	105210		16 Feb 2016	Disease
Amyloidosis, primary localized cutaneous, 2	NCBI curation	C3151404		613955	16 Feb 2016	Disease
AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 3	OMIM	C4554421	617920	617920	29 Mar 2018	Disease
Amyopathic dermatomyositis	Office of Rare Diseases		9907		16 Feb 2016	Disease
Amyoplasia	Office of Rare Diseases		659		16 Feb 2016	Disease
Amyoplasia	Human Phenotype Ontology	C0432185	HP:0003634		16 Feb 2016	Finding
Amyoplasia mandibulofacial dysostosis	Office of Rare Diseases		660		16 Feb 2016	Disease
Amyotonia congenita	Office of Rare Diseases	C0002735	5798	205000	16 Feb 2016	Disease
Amyotonia congenita	SNOMED CT	C0002735	63135006	205000	16 Feb 2016	Disease
Amyotrophic dystonic paraplegia	NCBI curation	C1862956		105300	16 Feb 2016	Disease
Amyotrophic lateral sclerosis	Office of Rare Diseases	C0002736	5786		16 Feb 2016	Disease
Amyotrophic lateral sclerosis	SNOMED CT	C0002736	86044005		16 Feb 2016	Disease
Amyotrophic lateral sclerosis	Human Phenotype Ontology	C0002736	HP:0007354		16 Feb 2016	Disease
Amyotrophic lateral sclerosis 1, autosomal recessive	NCBI curation	C3542025			16 Feb 2016	Disease
Amyotrophic lateral sclerosis 13	NCBI curation	C3149907			16 Feb 2016	Disease
Amyotrophic lateral sclerosis 14 without frontotemporal dementia	NCBI curation	C3152097			15 Apr 2018	Disease
Amyotrophic lateral sclerosis 14, with or without frontotemporal dementia	NCBI curation	C3151403		613954	16 Feb 2016	Disease
Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia	NCBI curation	C3275459		300857	16 Feb 2016	Disease
Amyotrophic lateral sclerosis 16, juvenile	NCBI curation	C3280587		614373	16 Feb 2016	Disease
Amyotrophic lateral sclerosis 17	NCBI curation	C1836076		614696	16 Feb 2016	Disease
Amyotrophic lateral sclerosis 18	NCBI curation	C3553719		614808	16 Feb 2016	Disease
Amyotrophic lateral sclerosis 19	NCBI curation	C3715155		615515	16 Feb 2016	Disease
Amyotrophic lateral sclerosis 20	NCBI curation	C3715156		615426	16 Feb 2016	Disease
Amyotrophic lateral sclerosis 21	NCBI curation	C3807521		606070	26 Dec 2017	Disease
Amyotrophic lateral sclerosis 22 with frontotemporal dementia	NCBI curation	C4016414			26 May 2016	Disease
Amyotrophic lateral sclerosis 22 with or without frontotemporal dementia	NCBI curation	C4015512		616208	16 Feb 2016	Disease
AMYOTROPHIC LATERAL SCLEROSIS 23	OMIM	C4693381	617839	617839	31 Jan 2018	Disease
Amyotrophic lateral sclerosis 6, autosomal recessive	NCBI curation	C2750729			16 Feb 2016	Disease
Amyotrophic lateral sclerosis and/or frontotemporal dementia 1	NCBI curation	C3888102		105550	05 Dec 2016	Disease
Amyotrophic lateral sclerosis type 1	NCBI curation	C1862939		105400	16 Feb 2016	Disease
Amyotrophic lateral sclerosis type 10	Office of Rare Diseases	C2677565	10497	612069	16 Feb 2016	Disease
Amyotrophic lateral sclerosis type 11	Office of Rare Diseases	C2675491	10496	612577	16 Feb 2016	Disease
Amyotrophic lateral sclerosis type 12	NCBI curation	C3150692		613435	16 Feb 2016	Disease
Amyotrophic lateral sclerosis type 2	Office of Rare Diseases	C1859807	9470	205100	16 Feb 2016	Disease
Amyotrophic lateral sclerosis type 3	Office of Rare Diseases	C1847735	10501	606640	16 Feb 2016	Disease
Amyotrophic lateral sclerosis type 4	Office of Rare Diseases	C1865409	10502	602433	16 Feb 2016	Disease
Amyotrophic lateral sclerosis type 5	Office of Rare Diseases	C1865864	10503	602099	16 Feb 2016	Disease
Amyotrophic lateral sclerosis type 6	Office of Rare Diseases	C1842675	9874	608030	16 Feb 2016	Disease
Amyotrophic lateral sclerosis type 7	Office of Rare Diseases	C1842674	10500	608031	16 Feb 2016	Disease
Amyotrophic lateral sclerosis type 8	Office of Rare Diseases	C1837728	10499	608627	16 Feb 2016	Disease
Amyotrophic lateral sclerosis type 9	Office of Rare Diseases	C2678468	10498	611895	16 Feb 2016	Disease
Amyotrophic lateral sclerosis with polyglucosan bodies	NCBI curation	C1859805		205250	16 Feb 2016	Disease
Amyotrophic lateral sclerosis, autosomal recessive	NCBI curation				16 Feb 2016	Disease
Amyotrophic Lateral Sclerosis, Dominant	Illumina Clinical Services Laboratory,Illumina	CN239175	278192		02 Dec 2016	Disease
Amyotrophic lateral sclerosis, juvenile, with dementia	NCBI curation	C1859806		205200	16 Feb 2016	Disease
Amyotrophic Lateral Sclerosis, Recessive	Illumina Clinical Services Laboratory,Illumina	CN239196	665905		02 Dec 2016	Disease
Amyotrophic lateral sclerosis, sporadic	NCBI curation				16 Feb 2016	Disease
Amyotrophic lateral sclerosis, susceptibility to	NCBI curation				16 Feb 2016	Disease
AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 24	OMIM	C4693523	617892	617892	06 Mar 2018	Disease
AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 25	OMIM	C4693609	617921	617921	30 Mar 2018	Disease
Amyotrophic lateral sclerosis, typical	NCBI curation	C1854059			16 Feb 2016	Disease
Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1	Office of Rare Diseases	C0543859	9239	105500	16 Feb 2016	Disease
Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1, susceptibility to	NCBI curation				16 Feb 2016	Disease
Amyotrophic Lateral Sclerosis/Frontotemporal Dementia	Illumina Clinical Services Laboratory,Illumina	CN239211	206193		02 Dec 2016	Disease
Amyotrophy involving the shoulder musculature	Human Phenotype Ontology	C4025771	HP:0001465		16 Feb 2016	Finding
Amyotrophy of ankle musculature	Human Phenotype Ontology	C4024604	HP:0009031		16 Feb 2016	Finding
Amyotrophy of the musculature of the pelvis	Human Phenotype Ontology	C4025581	HP:0003665		16 Feb 2016	Finding
Amyotrophy, hereditary neuralgic	NCBI curation	C1834304		162100	26 May 2016	Disease
Anadysplasia-like, spontaneously remitting spondylometaphyseal dysplasia	Baylor-Hopkins Center for Mendelian Genomics,Johns Hopkins University	CN235880			03 Apr 2016	Disease
Anagen effluvium	Human Phenotype Ontology	C0263519	HP:0025469		04 Apr 2018	Finding
Anal atresia, hypospadias, and penoscrotal inversion	NCBI curation	C1865208		602553	16 Feb 2016	Disease
Anal canal adenocarcinoma	Human Phenotype Ontology	C1332259	HP:0030439		16 Feb 2016	Finding
Anal canal neoplasm	Human Phenotype Ontology	C0345883	HP:0030437		16 Feb 2016	Finding
Anal canal squamous carcinoma	Human Phenotype Ontology	C4024982	HP:0006763		16 Feb 2016	Finding
Anal canal squamous cell carcinoma	Human Phenotype Ontology	C1332262	HP:0030438		16 Feb 2016	Finding
Anal cancer	Office of Rare Diseases		9300		16 Feb 2016	Disease
Anal fissure	Human Phenotype Ontology	C0016167	HP:0012390		16 Feb 2016	Finding
Anal fistula	International Standards For Cytogenomic Arrays Consortium (ISCA)	C0205929			16 Feb 2016	Finding
Anal fistula	Human Phenotype Ontology	C0205929	HP:0010447		16 Feb 2016	Finding
Anal margin basal cell carcinoma	Human Phenotype Ontology	C1332269	HP:0030443		16 Feb 2016	Finding
Anal margin melanoma	Human Phenotype Ontology	C4072941	HP:0030444		16 Feb 2016	Finding
Anal margin neoplasm	Human Phenotype Ontology	C2064234	HP:0030440		16 Feb 2016	Finding
Anal margin Paget's disease	Human Phenotype Ontology	C1332270	HP:0030441		16 Feb 2016	Finding
Anal margin squamous cell carcinoma	Human Phenotype Ontology	C1412037	HP:0030442		16 Feb 2016	Finding
Anal mucosal leukoplakia	Human Phenotype Ontology	C1844632	HP:0005212		16 Feb 2016	Finding
Anal pain	Human Phenotype Ontology	C0238637	HP:0500005		04 Apr 2018	Finding
Anal sphincter dysplasia	Office of Rare Diseases	C1862936	9822	105563	16 Feb 2016	Disease
Anal sphincter myopathy, internal	NCBI curation	C1862935		105565	16 Feb 2016	Disease
Anal stenosis	International Standards For Cytogenomic Arrays Consortium (ISCA)	C0262374			16 Feb 2016	Finding
Anal stenosis	Human Phenotype Ontology	C0262374	HP:0002025		16 Feb 2016	Finding
Analbuminemia	NCBI curation	C0878666		616000	16 Feb 2016	Disease
Analbuminemia baghdad	NCBI curation	C4015776			11 Nov 2018	Disease
Anaphylactic shock	Human Phenotype Ontology	C4316895	HP:0100845		16 Feb 2016	Finding
Anaphylotoxin inactivator deficiency	SNOMED CT	C0398782	234627009	212070	16 Feb 2016	Disease
Anaplastic ependymoma	Office of Rare Diseases	C0280788	10634		16 Feb 2016	Disease
Anaplastic ganglioglioma	Office of Rare Diseases		10639		16 Feb 2016	Disease
Anaplastic large-cell lymphoma	Human Phenotype Ontology	C0206180	HP:0012193		19 Mar 2018	Disease
Anaplastic oligoastrocytoma	Office of Rare Diseases		10637		16 Feb 2016	Disease
Anaplastic oligodendroglioma	Office of Rare Diseases		9472		16 Feb 2016	Disease
Anaplastic small cell lymphoma	Office of Rare Diseases		9477		16 Feb 2016	Disease
Anaplastic thyroid carcinoma	Office of Rare Diseases	C0238461	664		04 Apr 2018	Disease
Anaplastic thyroid carcinoma	Human Phenotype Ontology	C0238461	HP:0011779		04 Apr 2018	Disease
Anarthria	Human Phenotype Ontology	C0234517	HP:0002425		16 Feb 2016	Finding
Anasarca	Human Phenotype Ontology	C0151603	HP:0012050		16 Feb 2016	Finding
anastrozole response - Efficacy	PharmGKB		1446897383PA448432		06 Jul 2018	Pharmacological response
Anauxetic dysplasia	Office of Rare Diseases	C1846796	9657		02 Jul 2017	Disease
Anauxetic dysplasia 1	NCBI curation	C4551965		607095	02 Jul 2017	Disease
Anauxetic dysplasia 2	NCBI curation	C4479357		617396	20 Jun 2017	Disease
Ancylostomiasis	Office of Rare Diseases		9742		16 Feb 2016	Disease
Andermann syndrome	Office of Rare Diseases	C0795950	1537	218000	16 Feb 2016	Disease
Andermann syndrome	Genetics Home Reference	C0795950	andermann-syndrome	218000	16 Feb 2016	Disease
Andersen Tawil syndrome	Office of Rare Diseases	C1563715	9453	170390	16 Feb 2016	Disease
Andersen Tawil syndrome	SNOMED CT	C1563715	422348008	170390	16 Feb 2016	Disease
Androgen insensitivity syndrome, mild	Office of Rare Diseases	CN037063	10596		16 Feb 2016	Disease
Androgen insensitivity, partial, with breast cancer	NCBI curation	C4016581			16 Feb 2016	Disease
Androgen insufficiency	Human Phenotype Ontology	C0342527	HP:0008226		16 Feb 2016	Finding
Androgen resistance syndrome	SNOMED CT	C0039585	12313004	300068	09 Aug 2017	Disease
Androgen-binding protein deficiency	Genetic Testing Registry (GTR)	CN236384	GTR000530493		29 Apr 2016	Disease
Androgen-binding protein deficiency	Centogene AG - the Rare Disease Company	CN236384			29 Apr 2016	Disease
Androstenone, ability to smell	NCBI curation	C1862934		105570	16 Feb 2016	Disease
Anejaculation	Human Phenotype Ontology	C0278106	HP:0012879		16 Feb 2016	Finding
Anemia	International Standards For Cytogenomic Arrays Consortium (ISCA)	C0002871			16 Feb 2016	Finding
Anemia	Human Phenotype Ontology	C0002871	HP:0001903		16 Feb 2016	Finding
Anemia due to Adenosine triphosphatase deficiency	Office of Rare Diseases	C1863225	548	102800	16 Feb 2016	Disease
Anemia due to reduced life span of red cells	Human Phenotype Ontology	C4021112	HP:0011895		16 Feb 2016	Finding
Anemia of inadequate production	Human Phenotype Ontology	C0678199	HP:0010972		16 Feb 2016	Finding
Anemia sideroblastic and spinocerebellar ataxia	Office of Rare Diseases	C1845028	668	301310	16 Feb 2016	Disease
Anemia without thromobocytopenia, X-linked	NCBI curation	C3550856		300835	16 Feb 2016	Disease
ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ib	OMIM	C3810185	615631	615631	16 Feb 2016	Disease
Anemia, congenital hypoplastic, with multiple congenital anomalies/mental retardation syndrome	NCBI curation	C1858537		604315	16 Feb 2016	Disease
Anemia, hereditary sideroblastic, late-onset	NCBI curation	C4016505			16 Feb 2016	Disease
Anemia, hereditary sideroblastic, pyridoxine refractory	NCBI curation	C4016506			16 Feb 2016	Disease
Anemia, neonatal hemolytic, fatal and near-fatal	NCBI curation	C4016380			16 Feb 2016	Disease
Anemia, nonspherocytic hemolytic, associated with abnormality of red cell membrane	NCBI curation	C1859786		206300	16 Feb 2016	Disease
Anemia, nonspherocytic hemolytic, due to G6PD deficiency	NCBI curation	C2720289		300908	16 Feb 2016	Disease
Anemia, nonspherocytic hemolytic, possibly due to defect in porphyrin metabolism	NCBI curation	C1859785		206400	16 Feb 2016	Disease
ANEMIA, PERINATAL HEMOLYTIC, FATAL OR NEAR-FATAL	OMIM	CN244559	617948		27 Apr 2018	Disease
Anemia, sideroblastic, 4	NCBI curation	C4225428		182170	24 Aug 2016	Disease
Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive	NCBI curation	C4225425		205950	16 Feb 2016	Disease
Anemia, sideroblastic, pyridoxine-responsive, autosomal recessive	NCBI curation	C1859787		206000	16 Feb 2016	Disease
Anemic pallor	Human Phenotype Ontology	C4025811	HP:0001017		16 Feb 2016	Finding
Anencephalus	SNOMED CT	C0002902	89369001	206500	16 Feb 2016	Disease
Anencephaly	Human Phenotype Ontology	C2021655	HP:0002323		16 Feb 2016	Finding
Anencephaly and a large skull defect	Developmental Genetics Unit,King Faisal Specialist Hospital & Research Centre	CN238702			19 Oct 2016	Finding
Anencephaly and spina bifida X-linked	Office of Rare Diseases	C1845026	669	301410	16 Feb 2016	Disease
Anesthetic-induced rhabdomylosis	Human Phenotype Ontology	C4023356	HP:0011439		16 Feb 2016	Finding
Aneuploidy	SNOMED CT		80056000		16 Feb 2016	Disease
Aneurysm of descending aorta	SNOMED CT	C0856750	426948001		17 Oct 2018	Finding
Aneurysm of interventricular septum	NCBI curation	C1387721		105805	16 Feb 2016	Disease
Aneurysm of sinus of Valsalva	Office of Rare Diseases		670		16 Feb 2016	Disease
Aneurysm, intracranial berry, 1	NCBI curation	C1862932		105800	16 Feb 2016	Disease
Aneurysm, intracranial berry, 10	NCBI curation	C2675484		612587	16 Feb 2016	Disease
Aneurysm, intracranial berry, 11	NCBI curation	C3280275		614252	16 Feb 2016	Disease
Aneurysm, intracranial berry, 2	Office of Rare Diseases	C1837894	10033	608542	16 Feb 2016	Disease
Aneurysm, intracranial berry, 3	NCBI curation	C1836757		609122	16 Feb 2016	Disease
Aneurysm, intracranial berry, 4	NCBI curation	C1857749		610213	16 Feb 2016	Disease
Aneurysm, intracranial berry, 5	NCBI curation	C1835857		300870	16 Feb 2016	Disease
Aneurysm, intracranial berry, 6	NCBI curation	C2678469		611892	16 Feb 2016	Disease
Aneurysm, intracranial berry, 7	NCBI curation	C2677337		612161	16 Feb 2016	Disease
Aneurysm, intracranial berry, 8	NCBI curation	C2677336		612162	16 Feb 2016	Disease
Aneurysm, intracranial berry, 9	NCBI curation	C2675485		612586	16 Feb 2016	Disease
Aneurysmal bone cyst	Human Phenotype Ontology	C0152244	HP:0012063	606179	19 Mar 2018	Disease
Angel shaped phalangoepiphyseal dysplasia	Office of Rare Diseases	C1739384	671	105835	16 Feb 2016	Disease
Angelman syndrome	Office of Rare Diseases	C0162635	5810	105830	16 Feb 2016	Disease
Angelman syndrome	Genetics Home Reference	C0162635	angelman-syndrome	105830	16 Feb 2016	Disease
Angelman syndrome	SNOMED CT	C0162635	76880004	105830	16 Feb 2016	Disease
Angelman syndrome	UCLA Clinical Genomics Center, UCLA	C0162635		105830	16 Feb 2016	Disease
Angelman syndrome-like	NCBI curation	CN128785			16 Feb 2016	Disease
Angina pectoris	Human Phenotype Ontology	C0002962	HP:0001681		16 Feb 2016	Finding
Angioedema	Human Phenotype Ontology	C0002994	HP:0100665		16 Feb 2016	Finding
Angioedema induced by ACE inhibitors, susceptibility to	NCBI curation	C3806711		300909	16 Feb 2016	Disease
Angioedema, hereditary, autosomal recessive	NCBI curation	C4016987			16 Feb 2016	Disease
Angiofibroma, somatic	NCBI curation	C4017331			16 Feb 2016	Disease
Angiofibromas	Human Phenotype Ontology	C0206731	HP:0010615		16 Feb 2016	Finding
Angiofollicular ganglionic hyperplasia	Office of Rare Diseases		672		16 Feb 2016	Disease
Angiofollicular lymph hyperplasia	Office of Rare Diseases		673		16 Feb 2016	Disease
Angioid streaks of the retina	Human Phenotype Ontology	C0002982	HP:0001102	607140	04 Apr 2018	Disease
Angiokeratoma	Human Phenotype Ontology	C0002985	HP:0001014		16 Feb 2016	Finding
Angiokeratoma corporis diffusum with arteriovenous fistulas	NCBI curation	C1838141		600419	16 Feb 2016	Disease
Angiokeratoma mental retardation coarse face	Office of Rare Diseases		674		16 Feb 2016	Disease
Angiolipomatosis, familial	NCBI curation	C1859784		206550	16 Feb 2016	Disease
Angioma serpentinum	Human Phenotype Ontology	C4477093	HP:0025108		02 Apr 2017	Finding
Angioma serpiginosum	Office of Rare Diseases	C0263637	10188	300652	16 Feb 2016	Disease
Angioma serpiginosum	SNOMED CT	C0263637	49465005	300652	16 Feb 2016	Disease
Angioma serpiginosum, autosomal dominant	Office of Rare Diseases	C1970130	10189	106050	16 Feb 2016	Disease
Angiomatoid fibrous histiocytoma	SNOMED CT	C1266127	128744003	612160	16 Feb 2016	Disease
Angiomatosis, diffuse corticomeningeal, of Divry and Van Bogaert	Office of Rare Diseases	C1859783	8587	206570	16 Feb 2016	Disease
